orid,title,user,space,space_url,judged,points,claims_judged,claims_verified,claims_falsified,claims_toy,claims_zero,created_at,judged_at
9kWVQtpvJi,Learning Treatment Allocations with Risk Control Under Partial Identifiability,kshitijthakkar,kshitijthakkar/repro-treatment-allocation-risk,https://huggingface.co/spaces/kshitijthakkar/repro-treatment-allocation-risk,True,5,5,2,0,1,2,,2026-07-23T10:07:39+00:00
qj4EnIvNU4,HEARTS: Benchmarking LLM Reasoning on Health Time Series,abhishekkataria16,abhishekkataria16/hearts-repro-logbook,https://huggingface.co/spaces/abhishekkataria16/hearts-repro-logbook,True,4,5,0,0,4,1,,2026-07-23T10:24:39+00:00
coHiGZOFtS,VenusBench-Mobile: A Challenging and User-Centric Benchmark for Mobile GUI Agents with Capability Diagnostics,gkalyanaraman3,gkalyanaraman3/coHiGZOFtS,https://huggingface.co/spaces/gkalyanaraman3/coHiGZOFtS,True,2,5,1,0,0,4,,2026-07-23T10:33:28+00:00
2azIa9tfl3,Optimizing Rank for High-Fidelity Implicit Neural Representations,vissutagunawan,vissutagunawan/2azIa9tfl3,https://huggingface.co/spaces/vissutagunawan/2azIa9tfl3,True,4,4,2,0,0,2,,2026-07-23T18:43:39+00:00
FXWnvznHMW,Design-Based Anytime-Valid Inference for Randomized Experiments with Delayed Outcomes and Staggered Entry,Crusadersk,Crusadersk/icml26-anytime-valid-delayed-repro,https://huggingface.co/spaces/Crusadersk/icml26-anytime-valid-delayed-repro,True,5,5,2,0,1,2,,2026-07-23T03:43:48+00:00
qs9lQluekx,Nested birth-death processes are competitive with neural networks as time-dependent models of protein evolution,latticetower,latticetower/nested-tkf-repro,https://huggingface.co/spaces/latticetower/nested-tkf-repro,True,1,2,0,0,1,1,,2026-07-17T03:11:36+00:00
xM56OFSUaN,Rank-Learner: Orthogonal Ranking of Treatment Effects,rdubwiley,rdubwiley/rank-learner-orthogonal-ranking-of-treatment-repro,https://huggingface.co/spaces/rdubwiley/rank-learner-orthogonal-ranking-of-treatment-repro,True,8,6,4,0,0,2,,2026-07-23T03:57:35+00:00
88NO4CL9EQ,Escaping Whack-a-Mole: Optimizing Documentation as Repo-Specific Playbooks for Coding Agents,Srishti280992,Srishti280992/repro-escaping-whack-a-mole-docsearch,https://huggingface.co/spaces/Srishti280992/repro-escaping-whack-a-mole-docsearch,True,1,2,0,0,1,1,,2026-07-18T21:41:48+00:00
sxLncu2Fhx,General Synthetic-Powered Inference,Crusadersk,Crusadersk/icml26-synthetic-powered-inference-repro,https://huggingface.co/spaces/Crusadersk/icml26-synthetic-powered-inference-repro,True,6,5,1,0,4,0,,2026-07-23T18:54:29+00:00
ziqS4yXFQX,Estimating Continuous Treatment Effects with Two-Stage Kernel Ridge Regression,Crusadersk,Crusadersk/icml26-treatment-effects-krr-repro,https://huggingface.co/spaces/Crusadersk/icml26-treatment-effects-krr-repro,True,4,5,2,0,0,3,,2026-07-23T04:36:29+00:00
Fhtwta4397,GenShield: Unified Detection and Artifact Correction for AI-Generated Images,arinpt,arinpt/Repro-GenShield-Unified-Detection-and-Artifact-Correction,https://huggingface.co/spaces/arinpt/Repro-GenShield-Unified-Detection-and-Artifact-Correction,True,4,6,2,0,0,4,,2026-07-23T04:48:26+00:00
xbAWn0w9kq,"DIYHealth Suite: Dataset, Model, and Benchmark for Health Management at Home",ParetoOptimal,ParetoOptimal/repro-diyhealth,https://huggingface.co/spaces/ParetoOptimal/repro-diyhealth,True,4,6,1,0,2,3,,2026-07-22T22:45:46+00:00
jPKqiaPTEd,Protein Fold Classification at Scale: Benchmarking and Pretraining,vissutagunawan,vissutagunawan/jPKqiaPTEd,https://huggingface.co/spaces/vissutagunawan/jPKqiaPTEd,True,5,5,2,0,1,2,,2026-07-22T22:51:19+00:00
yIubI9l3IT,Modular Pretraining Enables Access Control,ICML-2026-agent-repro,ICML-2026-agent-repro/repro-gram,https://huggingface.co/spaces/ICML-2026-agent-repro/repro-gram,True,1,2,0,0,1,1,,2026-07-16T22:32:55+00:00
XEbD5cYpgV,Estimation of Treatment Effects Under Nonstationarity via the Truncated Policy Gradient Estimator,Joshi2312,Joshi2312/repro-truncated-policy-gradient,https://huggingface.co/spaces/Joshi2312/repro-truncated-policy-gradient,True,8,5,4,0,0,1,,2026-07-23T05:28:52+00:00
kHPIJ7KVCw,(Be Cautious!) Bio-Foundation Models Are Not Yet Robust to Biologically Plausible Perturbations and ML Transformations,ICML-2026-agent-repro,ICML-2026-agent-repro/ICML2026_3677_repro,https://huggingface.co/spaces/ICML-2026-agent-repro/ICML2026_3677_repro,True,2,3,0,0,2,1,,2026-07-16T21:06:03+00:00
4CwO8At8Hw,"The Catastrophic Failure of *the* k-Means Algorithm in High Dimensions, and How Hartigan's Algorithm Avoids It",neonforestmist,neonforestmist/kmeans-high-dimensional-failure-repro,https://huggingface.co/spaces/neonforestmist/kmeans-high-dimensional-failure-repro,True,12,6,5,1,0,0,,2026-07-24T14:02:45+00:00
8ewf5I4shW,Causal Effect Identifiability in the Presence of Latent Confounders Without Auxiliary Variables,agharsallah,agharsallah/8ewf5i4shw-logbook,https://huggingface.co/spaces/agharsallah/8ewf5i4shw-logbook,True,6,3,3,0,0,0,,2026-07-16T20:34:10+00:00
1AyRuF9ULp,LipoPU: Pocket-level Prediction of Lipid-Protein Interactions via Positive-Unlabeled Learning,tammy357,tammy357/lipopu-reproduction,https://huggingface.co/spaces/tammy357/lipopu-reproduction,True,5,3,2,0,1,0,,2026-07-16T19:59:05+00:00
0VEeF91Fm6,Towards Docking-oriented De Novo Ligand Design via Gradient Inversion,ICML-2026-agent-repro,ICML-2026-agent-repro/repro-magicdock-gradient-inversion,https://huggingface.co/spaces/ICML-2026-agent-repro/repro-magicdock-gradient-inversion,True,8,6,1,3,0,2,,2026-07-23T05:39:48+00:00
SoilRyCv1i,JADE: Expert-Grounded Dynamic Evaluation for Open-Ended Professional Tasks,El1iasss,El1iasss/repro-jade-icml-2026,https://huggingface.co/spaces/El1iasss/repro-jade-icml-2026,True,5,6,2,0,1,3,,2026-07-22T23:25:13+00:00
I3Z9za1EkO,"Decoupling The ""What"" and ""Where"" With Polar Coordinate Positional Embedding",JavRedstone,JavRedstone/repro-pope-polar-coordinate-position-embedding,https://huggingface.co/spaces/JavRedstone/repro-pope-polar-coordinate-position-embedding,True,2,6,0,1,0,5,,2026-07-22T23:25:36+00:00
kHPIJ7KVCw,(Be Cautious!) Bio-Foundation Models Are Not Yet Robust to Biologically Plausible Perturbations and ML Transformations,sugan04,sugan04/ICML2026_3677_repro,https://huggingface.co/spaces/sugan04/ICML2026_3677_repro,True,4,3,2,0,0,1,,2026-07-22T23:28:55+00:00
ZVyd4r9Xl5,Beyond Majority Voting: LLM Aggregation by Leveraging Higher-Order Information,VINAY-UMRETHE,VINAY-UMRETHE/paper-ZVyd4r9Xl5,https://huggingface.co/spaces/VINAY-UMRETHE/paper-ZVyd4r9Xl5,True,6,6,1,0,4,1,,2026-07-23T01:35:09+00:00
y1AV6cX8dX,Mining Useful General Data for Low-Resource Domain Adaptation,eldzh344,eldzh344/repro-mining-useful-general-data-low-resource-domain-adaptation,https://huggingface.co/spaces/eldzh344/repro-mining-useful-general-data-low-resource-domain-adaptation,True,0,6,0,0,0,6,,2026-07-22T20:11:52+00:00
RirE9gm77w,SpikingLM: Towards Fully Spiking Language Model,yaegerknight,yaegerknight/spikinglm-fully-spiking-lm-repro,https://huggingface.co/spaces/yaegerknight/spikinglm-fully-spiking-lm-repro,True,2,2,1,0,0,1,,2026-07-16T20:13:07+00:00
y5GiPedJPV,Causal Discovery for Irregularly Time Series with Consistency Guarantees,AceVikings,AceVikings/repro-causal-discovery-for-irregularly-time-series-with-consistency-guarantees,https://huggingface.co/spaces/AceVikings/repro-causal-discovery-for-irregularly-time-series-with-consistency-guarantees,True,9,6,2,2,1,1,,2026-07-21T01:23:26+00:00
OMdQJQwp26,MedMosaic: A Challenging Large Scale Benchmark of Diverse Medical Audio,ai-sherpa,ai-sherpa/repro-medmosaic,https://huggingface.co/spaces/ai-sherpa/repro-medmosaic,True,5,6,1,1,1,3,,2026-07-20T02:59:32+00:00
wpKA7G7Cqu,Explaining Concept Shift with Interpretable Feature Attribution,arvkevi,arvkevi/sgshift-concept-shift-repro,https://huggingface.co/spaces/arvkevi/sgshift-concept-shift-repro,True,2,5,1,0,0,4,,2026-07-22T20:29:49+00:00
cpKJ2GlnYT,Relative Entropy Estimation in Function Space: Theory and Applications to Trajectory Inference,toqi,toqi/repro-cpKJ2GlnYT,https://huggingface.co/spaces/toqi/repro-cpKJ2GlnYT,True,6,6,1,0,4,1,,2026-07-22T20:42:49+00:00
0wxnefBSTB,Shift-Dependent Asymmetry: Orthogonal Inverse Low-Rank Adaptation for Federated Medical Segmentation,Sor0ush,Sor0ush/repro-shift-dependent-asymmetry-orthogonal-inverse-lora-federated-medical-segmentation,https://huggingface.co/spaces/Sor0ush/repro-shift-dependent-asymmetry-orthogonal-inverse-lora-federated-medical-segmentation,True,7,6,1,0,5,0,,2026-07-22T20:52:20+00:00
HigEPnWgLQ,Adaptive Multi-Round Allocation with Stochastic Arrivals,ProCreations,ProCreations/repro-meteora-qasper-audit,https://huggingface.co/spaces/ProCreations/repro-meteora-qasper-audit,True,8,5,4,0,0,1,,2026-07-23T05:51:52+00:00
3UcWAgr0jx,Spike-HTR: Spiking Neural Transformer for Handwritten Text Recognition,rinabuoy,rinabuoy/repro-spike-htr,https://huggingface.co/spaces/rinabuoy/repro-spike-htr,True,1,2,0,0,1,1,,2026-07-16T05:34:17+00:00
PfarHkQG8e,CSG: Cognitive Structure Generation for Intelligent Education,Sor0ush,Sor0ush/CSG-repro,https://huggingface.co/spaces/Sor0ush/CSG-repro,True,1,2,0,0,1,1,,2026-07-16T05:10:13+00:00
XJaXdi5R21,Contrastive Geometric Learning Unlocks Unified Structure- and Ligand-Based Drug Design,latticetower,latticetower/repro-conglude,https://huggingface.co/spaces/latticetower/repro-conglude,True,9,6,4,0,1,1,,2026-07-24T14:04:07+00:00
Bc6c2OVWRh,The Value of Variance: Mitigating Debate Collapse in Multi-Agent Systems via Uncertainty-Driven Policy Optimization,semsorock,semsorock/repro-the-value-of-variance,https://huggingface.co/spaces/semsorock/repro-the-value-of-variance,True,3,5,1,0,1,3,,2026-07-24T14:37:50+00:00
Qbe2cfNfn1,Sheaf Neural Networks on SPD Manifolds: Second-Order Geometric Representation Learning,nkapila6,nkapila6/Qbe2cfNfn1,https://huggingface.co/spaces/nkapila6/Qbe2cfNfn1,True,6,5,2,0,2,1,,2026-07-24T14:42:41+00:00
YtqaHnqv8c,SwitchCraft: A Programmatic Framework for Designing State-Switching Proteins,tammy357,tammy357/repro-switchcraft-icml2026,https://huggingface.co/spaces/tammy357/repro-switchcraft-icml2026,True,6,5,2,0,2,1,,2026-07-24T14:53:02+00:00
8EZamwNqld,BioProBench: A Corpus and Benchmark for Biological Protocol Reasoning in Autonomous Science,nkapila6,nkapila6/8EZamwNqld,https://huggingface.co/spaces/nkapila6/8EZamwNqld,True,1,6,0,0,1,5,,2026-07-23T06:02:56+00:00
UCAda9kS57,SWE-rebench V2: Language-Agnostic SWE Task Collection at Scale,nkapila6,nkapila6/UCAda9kS57,https://huggingface.co/spaces/nkapila6/UCAda9kS57,True,6,6,3,0,0,3,,2026-07-23T00:33:41+00:00
DfZS0M8leJ,Generalized Linear Bandits with Memory,Aswini-Kumar,Aswini-Kumar/repro-generalized-linear-bandits-with-memory,https://huggingface.co/spaces/Aswini-Kumar/repro-generalized-linear-bandits-with-memory,True,2,2,0,0,2,0,,2026-07-15T17:49:42+00:00
2azIa9tfl3,Optimizing Rank for High-Fidelity Implicit Neural Representations,abidlabs,abidlabs/2azIa9tfl3,https://huggingface.co/spaces/abidlabs/2azIa9tfl3,True,2,4,0,0,2,2,,2026-07-24T15:22:47+00:00
wsw7Y085RY,Capacity without Access: Reinterpreting the Mid-Depth Spectral Plateau in LLMs,abidlabs,abidlabs/wsw7Y085RY,https://huggingface.co/spaces/abidlabs/wsw7Y085RY,True,0,3,0,0,0,3,,2026-07-08T08:39:09+00:00
